"id_cuidador","id_usuario","nome","sexo","data_nascimento","parentesco_paciente","telefone"
"40310","40310","Ronald Williams","F","1989-02-10","Nora","313-229-5092x34921"
"40311","40311","Mr. Austin Salazar","F","1999-11-23","Filha","176.950.3448"
"40312","40312","Jason Lawson","F","1964-04-05","Filha","+1-741-336-3711x42281"
"40313","40313","Lori Whitaker","M","1978-04-19","Primo","(680)724-3641x6499"
"40314","40314","Joy King","M","1986-02-06","Primo","237.789.7190"
"40315","40315","Michele Morales","M","1974-07-21","Sobrinho","(111)312-1856x4836"
"40316","40316","Sarah Lynch","F","1990-05-06","Primo","141.981.0869x358"
"40317","40317","Donna Roberts","M","1979-04-16","Primo","+1-401-370-9707x06310"
"40318","40318","Mike Jenkins","M","1983-06-07","Primo","278.955.6065x6932"
"40319","40319","Shannon Avila","M","1975-11-02","Sobrinho","653.284.3056"
"40320","40320","Charles Newman","M","1975-02-24","Genro","(687)752-7685x471"
"40321","40321","Amanda Fisher","F","1997-06-25","Sobrinho","290.971.9757x137"
"40322","40322","Eduardo Yates","F","2005-03-15","Cônjuge","001-828-344-0721"
"40323","40323","Bryce Torres","F","1980-02-07","Sobrinho","858.871.2441x736"
"40324","40324","Anthony Ortiz","M","1981-02-16","Genro","+1-340-868-0326"
"40325","40325","Mr. Michael Dixon","F","1959-01-16","Primo","593.151.6313"
"40326","40326","John Allen","M","1998-08-24","Primo","180-983-6293"
"40327","40327","Michael Beck","F","1984-11-13","Nora","1311471698"
"40328","40328","Jacqueline Tucker","M","1996-09-19","Filha","843-910-7533"
"40329","40329","Alicia Davies","F","2000-07-26","Filho","460.035.5063x1740"
"40330","40330","Steven Oneal","F","2004-04-09","Filha","001-399-280-9823x68879"
"40331","40331","Amanda Jackson","M","1988-02-19","Sobrinho","7032956676"
"40332","40332","Doris Smith","M","1987-01-03","Genro","(689)639-1311"
"40333","40333","Bailey Murray","M","1965-01-26","Filho","+1-916-803-8019x171"
"40334","40334","Stephanie Hunter","F","1989-12-06","Sobrinho","001-466-883-1738x960"
"40335","40335","Jessica Stone","F","1975-02-12","Genro","(663)059-4032x714"
"40336","40336","Tina Frye","F","1977-08-06","Filha","922-614-6649x73313"
"40337","40337","Linda Galvan","F","1997-07-02","Filha","(857)437-2108x38971"
"40338","40338","Jessica Sims","F","1974-08-08","Nora","397-816-5592x26399"
"40339","40339","Scott Gutierrez","F","1978-07-04","Primo","9628870266"
"40340","40340","Yolanda Bernard","F","1995-04-06","Filho","001-763-735-8123x875"
"40341","40341","David Myers","M","1989-10-14","Filho","203-570-0248x537"
"40342","40342","Brandi Blackwell","M","1984-03-19","Filho","(725)945-6098x35805"
"40343","40343","Nicholas Pham","M","1973-08-20","Nora","(999)059-6167x168"
"40344","40344","Joshua Schmidt","M","2002-01-09","Genro","022-848-1698"
"40345","40345","Gregory Burns","M","1980-04-07","Nora","001-198-044-0345"
"40346","40346","Christopher Sanchez","F","1956-10-15","Filha","(408)014-8627x9187"
"40347","40347","Michael Gonzalez","F","1988-04-02","Primo","626-727-9074x4266"
"40348","40348","Rachel Berry","F","1964-08-13","Sobrinho","001-266-023-0135x3416"
"40349","40349","Alexis Reyes","F","1964-01-02","Filho","5759548858"
"40350","40350","Kaitlyn Wright","F","1958-03-03","Cônjuge","(317)457-5607x03070"
"40351","40351","Bruce Herrera","M","1994-07-01","Sobrinho","453.138.7718"
"40352","40352","Phillip Black","F","1966-12-11","Nora","(305)566-6818"
"40353","40353","Kelly Bonilla","M","1983-10-07","Primo","+1-924-606-8112x2269"
"40354","40354","Brad Bush","M","1985-07-12","Cônjuge","785-110-7808x9753"
"40355","40355","Elizabeth Parrish","F","1974-10-16","Genro","543-742-9065x768"
"40356","40356","Amber Williams","F","1965-02-22","Nora","+1-166-880-4573x20089"
"40357","40357","Jeffrey King","F","1980-03-26","Sobrinho","279-517-4146x16660"
"40358","40358","Steven Estrada","M","1968-04-26","Filho","038-340-1711"
"40359","40359","Erika Boyd","F","1964-04-03","Nora","774-647-3158"
"40360","40360","Jason Sims","F","1976-05-22","Primo","+1-208-769-9190x413"
"40361","40361","Angela Cruz","F","1986-06-04","Primo","(682)809-1179x012"
"40362","40362","Adam Olsen","F","1967-09-03","Filho","948.609.1251"
"40363","40363","Chad Jackson","F","1994-08-22","Filha","329.791.3360"
"40364","40364","Alan Woods","M","1967-10-20","Primo","5332514236"
"40365","40365","Sandra Mcclain","M","1989-03-16","Filho","+1-664-009-1627"
"40366","40366","Brenda Ortiz","M","1959-03-10","Filha","3922488050"
"40367","40367","Tracey Thomas","M","1999-12-02","Cônjuge","001-640-224-8568x2494"
"40368","40368","Sandra Pace","F","1978-02-09","Filho","450.384.4038x581"
"40369","40369","Angela Martinez","F","1996-04-22","Nora","+1-625-565-4452"
"40370","40370","Katrina Phillips","F","2000-05-11","Genro","7144903602"
"40371","40371","Larry Yates","M","1994-04-15","Genro","324.906.6956"
"40372","40372","Elizabeth Pratt","F","1999-07-18","Cônjuge","165.707.8704x03080"
"40373","40373","Gavin Mendoza","F","1986-03-23","Nora","018.240.1977"
"40374","40374","Richard Jackson","M","1977-11-12","Primo","+1-872-052-5713x4607"
"40375","40375","Susan Park","M","2003-09-23","Primo","383.660.8954"
"40376","40376","Kristy Terrell","F","1966-04-13","Nora","001-751-274-1698x519"
"40377","40377","Steven Cook","F","1991-02-21","Nora","(621)409-8328x420"
"40378","40378","Steve Colon","F","1966-01-11","Cônjuge","852-953-3684x94985"
"40379","40379","Jamie Castro","F","1956-09-22","Genro","(290)541-0656x979"
"40380","40380","Tyler Livingston","M","1994-04-30","Filha","660-557-9819"
"40381","40381","Joy Jackson","M","1990-11-22","Primo","+1-068-370-4913"
"40382","40382","Dawn Martin","F","1983-03-03","Filha","492.823.6979"
"40383","40383","Michelle Decker","F","1988-03-30","Genro","(949)197-7204x4701"
"40384","40384","James Anthony","M","1996-04-13","Primo","001-422-441-1958"
"40385","40385","Kurt Gonzalez","M","1995-12-24","Cônjuge","650-575-3308x8424"
"40386","40386","Heather Campbell","F","1962-05-05","Cônjuge","+1-613-913-4917x74358"
"40387","40387","Stacey Mejia","M","1998-05-15","Filho","(152)429-9838"
"40388","40388","Luis Mcgee","M","1975-05-25","Primo","535.981.9397"
"40389","40389","Charlene Wilson","M","1999-10-06","Genro","612.495.0802x351"
"40390","40390","Bonnie Thomas","M","1961-12-15","Nora","001-188-251-1914x61499"
"40391","40391","Randy Crawford","M","1965-03-30","Filho","597-109-7913x422"
"40392","40392","Adam Ross","M","1960-10-03","Cônjuge","(111)000-6979x6947"
"40393","40393","Jennifer Chavez","M","1974-06-27","Sobrinho","528-479-7325x05494"
"40394","40394","Connie Moreno","M","2001-11-18","Nora","+1-439-549-3469x2320"
"40395","40395","Christopher Miller","F","1976-09-18","Primo","+1-512-811-8752"
"40396","40396","Brian Young","M","1987-02-27","Genro","782-349-5225x6868"
"40397","40397","April Burch","F","1960-11-15","Filho","227.749.6076"
"40398","40398","Samantha Jackson","M","1955-05-11","Cônjuge","+1-763-803-8101x6025"
"40399","40399","Brian Smith","F","1963-01-08","Filha","467-027-0109x424"
"40400","40400","Suzanne Jackson","F","1973-02-21","Cônjuge","(025)455-1067"
"40401","40401","Steven Bolton","F","2001-09-04","Sobrinho","(972)940-1534x9179"
"40402","40402","Ruth Lawson","M","1959-11-28","Filha","001-013-461-2629x6655"
"40403","40403","Tanya Cross","F","2002-06-28","Primo","(540)240-0004x02095"
"40404","40404","Lisa Williams","F","2001-01-15","Filha","167.414.8950"
"40405","40405","Jody Burns","M","2003-07-26","Primo","(443)142-2696x40973"
"40406","40406","Teresa Crawford","M","1986-02-13","Cônjuge","+1-154-521-4555"
"40407","40407","Micheal Arnold","F","2002-10-31","Filho","001-244-358-5967x22578"
"40408","40408","Julian Kirby","F","2005-05-01","Genro","+1-937-241-4674x7005"
"40409","40409","Elizabeth Jones","F","2005-06-22","Sobrinho","(338)650-8213"
"40410","40410","Matthew Ibarra","F","1970-02-25","Sobrinho","728-207-2261"
"40411","40411","Carrie Escobar","M","1992-09-09","Filha","001-625-066-5845x228"
"40412","40412","Theodore Hunt","M","2001-08-27","Genro","(467)868-2651"
"40413","40413","Joseph Brandt","F","1997-02-15","Filho","050-509-2328"
"40414","40414","Timothy Jimenez","M","1977-07-12","Nora","120.463.0310x9205"
"40415","40415","Cory Watson","F","1972-03-01","Primo","001-362-050-6840x27459"
"40416","40416","Nicole Berry","M","1969-10-29","Cônjuge","+1-107-599-4783x7975"
"40417","40417","Christopher Weber","M","1956-02-13","Genro","001-117-705-1846x3409"
"40418","40418","Kenneth Noble","M","1998-07-02","Filha","+1-058-185-9040x225"
"40419","40419","Keith Owens","F","2004-03-18","Filha","(274)206-3429x628"
"40420","40420","Anthony Hughes","M","1959-08-18","Genro","4036581552"
"40421","40421","Denise Gregory","F","1977-02-28","Genro","(127)794-6991"
"40422","40422","Cathy Mccormick","F","1991-01-29","Sobrinho","(519)276-4942x742"
"40423","40423","Daniel Bell","F","1985-02-05","Sobrinho","+1-732-619-0594x969"
"40424","40424","Erica Day","M","1960-04-19","Filho","(679)899-6327"
"40425","40425","Michael Rogers","F","1990-09-19","Nora","(447)346-8027"
"40426","40426","Mrs. Barbara Johnson","M","1985-10-02","Primo","+1-384-926-4233x572"
"40427","40427","Brandon Keller","F","1997-11-25","Cônjuge","444.089.6410"
"40428","40428","Barbara Smith","M","1979-09-17","Nora","(039)347-6702"
"40429","40429","John Hall","F","1984-04-26","Primo","(038)201-4052"
"40430","40430","George Morris","M","1988-08-21","Nora","001-386-367-9743"
"40431","40431","Tiffany Daniel","M","1968-04-27","Primo","001-159-278-6455"
"40432","40432","Roger Flores","M","1959-08-16","Sobrinho","685-072-7566x484"
"40433","40433","Cynthia Schwartz","M","2001-11-10","Nora","001-595-995-7847"
"40434","40434","Michael Miller","M","1995-10-10","Genro","830.564.9973"
"40435","40435","Matthew Wright","F","1960-06-18","Primo","+1-512-611-7404x034"
"40436","40436","Karen Lopez","M","1958-04-26","Genro","(124)079-9053"
"40437","40437","Jimmy Castro","M","1959-04-22","Nora","+1-450-512-2095x77345"
"40438","40438","Eric Flynn","F","1985-11-01","Sobrinho","(723)656-1850x5515"
"40439","40439","Christine Bennett","F","2003-03-01","Nora","523.006.3667x25699"
"40440","40440","Diamond Nichols","M","1983-07-22","Nora","435-972-0176x91487"
"40441","40441","Kristopher Smith","F","2002-09-27","Cônjuge","+1-047-303-0452x91193"
"40442","40442","Laura Meyer","M","1973-07-16","Sobrinho","+1-504-301-7687"
"40443","40443","Diane Shelton","F","1995-05-24","Genro","4700933678"
"40444","40444","Marc Ward","F","1955-11-27","Genro","001-806-764-9551"
"40445","40445","Nicole Green","M","1976-08-16","Filha","876-051-9079x142"
"40446","40446","Troy Baldwin","M","1978-06-07","Primo","+1-144-846-9132x501"
"40447","40447","Rebecca Castillo","M","1992-02-25","Filha","+1-670-145-4319x6487"
"40448","40448","Sarah Morgan","M","1997-11-13","Cônjuge","655-686-8918"
"40449","40449","Donald Rodriguez","M","1965-07-09","Nora","001-799-208-7009"
"40450","40450","Mr. Nathaniel Smith","F","1959-04-13","Genro","(761)225-3206"
"40451","40451","Mrs. Cheryl Shaw","M","1955-02-27","Genro","4144420080"
"40452","40452","Jamie Tate","F","1997-08-10","Primo","344.407.3305"
"40453","40453","Heidi Benitez","M","1988-03-15","Genro","+1-089-332-8226x610"
"40454","40454","Tammy Martinez","M","1996-01-18","Filha","147-177-0427"
"40455","40455","Peter Thomas","M","1987-06-10","Nora","546.647.0763"
"40456","40456","Jonathan Clark","F","2005-03-20","Filha","3899444710"
"40457","40457","Rebecca Wood","F","1974-09-30","Primo","573-198-5298"
"40458","40458","Denise Rodriguez","F","1960-07-09","Filha","(805)959-1663x303"
"40459","40459","Michael Ross","M","1984-10-28","Genro","736-096-0671"
"40460","40460","Juan Gallegos","F","1986-01-11","Primo","(887)347-4876"
"40461","40461","Nancy Morrison","F","1956-03-14","Filho","(880)961-9812x1164"
"40462","40462","Joshua Green","M","1971-10-25","Nora","001-360-126-4674x1701"
"40463","40463","John Caldwell","F","1964-12-07","Nora","563-077-8493"
"40464","40464","Sean Oliver","M","2004-07-23","Filho","589-570-3973x88157"
"40465","40465","Mario Brown","F","2004-10-07","Primo","411.339.9126"
"40466","40466","Amy Underwood","F","2002-04-21","Filha","085-363-5261"
"40467","40467","Olivia Martinez","F","1962-06-03","Filha","769.808.6550"
"40468","40468","Jennifer Orozco MD","F","1998-11-03","Filha","+1-368-893-1786x251"
"40469","40469","Kimberly Myers","F","1990-01-27","Cônjuge","951.367.7605x695"
"40470","40470","Donna Dillon","F","1992-05-16","Filha","(895)279-2143"
"40471","40471","Lisa Farmer","F","1957-03-30","Filho","090-247-1432"
"40472","40472","Lisa Berry","M","1978-10-03","Sobrinho","+1-743-332-3237x260"
"40473","40473","Zachary Cox","M","1983-09-21","Primo","(037)490-4341x19030"
"40474","40474","Kenneth Adams","M","1992-09-10","Primo","232.881.6287x70648"
"40475","40475","Jessica Martin","F","1985-07-02","Cônjuge","515.973.3275x7797"
"40476","40476","Jose Smith","F","1964-03-03","Sobrinho","(743)731-6892x50755"
"40477","40477","Chad Love MD","F","1972-03-06","Primo","595.917.7925"
"40478","40478","Rachel Dudley","F","1978-02-01","Genro","001-959-392-5114x7377"
"40479","40479","Annette Davis","M","1994-10-04","Cônjuge","377-040-6516x228"
"40480","40480","Joshua Love","F","1995-03-31","Genro","(239)406-4146x1271"
"40481","40481","Corey Brown","M","1989-08-05","Nora","+1-083-815-9118x6337"
"40482","40482","Abigail Le","M","1974-06-14","Sobrinho","+1-050-164-0552"
"40483","40483","Rachel Lee","F","1967-05-30","Sobrinho","(312)184-0363x800"
"40484","40484","Danielle Dean","F","1978-09-14","Sobrinho","025-308-7790"
"40485","40485","Kathleen Johnson","M","1968-12-17","Genro","853.170.5123"
"40486","40486","Jacqueline Frederick","F","1998-01-08","Sobrinho","604.305.8384x5589"
"40487","40487","Heather Ellis","F","2002-05-10","Primo","981-481-3855x8617"
"40488","40488","Stephanie Wallace","M","1985-10-27","Filho","112-556-4720"
"40489","40489","Matthew Stephens","F","1984-08-10","Primo","3005392379"
"40490","40490","Tracy Johnson","F","1982-02-08","Sobrinho","633-851-6306x93297"
"40491","40491","Nicole Allen","F","1973-11-08","Cônjuge","468.618.9446x48072"
"40492","40492","Peter Martin","M","1974-04-04","Cônjuge","926.472.5975x5410"
"40493","40493","Elizabeth Chambers","M","1972-01-19","Nora","(786)628-2670x576"
"40494","40494","Ryan Martin","F","1956-10-14","Primo","001-107-342-5158x956"
"40495","40495","Kayla Booker","F","1996-12-31","Filha","250-207-8641"
"40496","40496","Amber Reese","M","2004-08-05","Sobrinho","844.707.2767"
"40497","40497","Jamie Howard","F","1973-02-07","Cônjuge","143.792.6014x2927"
"40498","40498","Brent Todd","M","1998-03-10","Genro","001-393-149-1296"
"40499","40499","Sarah Harrell","F","1956-08-04","Cônjuge","850-823-2034"
"40500","40500","Andrea Cantrell","F","1959-12-24","Primo","001-553-080-5002x4263"
"40501","40501","William Coleman","F","1964-06-15","Cônjuge","(715)525-6646x6812"
"40502","40502","John Singh","F","1962-01-15","Nora","(517)603-0866x661"
"40503","40503","Jose King","F","1978-08-20","Primo","636.108.0906"
"40504","40504","Jordan Charles","F","1970-06-27","Sobrinho","+1-600-870-0314x906"
"40505","40505","Aaron Galvan","F","1982-01-22","Cônjuge","4272290857"
"40506","40506","Terri Campos","F","2002-04-18","Filha","+1-610-946-4347"
"40507","40507","Sean Cain","F","1965-04-05","Filho","(278)289-9082x20423"
"40508","40508","Samuel Wade","M","1990-10-19","Filha","053-121-6697x875"
"40509","40509","Jordan Lang","F","1982-05-03","Cônjuge","542.484.7979"
"40510","40510","Michael Smith","F","1956-03-17","Genro","759-345-0851x1928"
"40511","40511","David Bush","M","1963-05-17","Filha","230-888-2413x8487"
"40512","40512","Amy Shields","F","1961-10-03","Filho","001-182-884-1487x795"
"40513","40513","Jasmine Walker","M","1998-11-24","Sobrinho","520-015-2687"
"40514","40514","William Davis","F","1996-11-11","Cônjuge","(194)681-7076x8510"
"40515","40515","Carla Tate","F","1974-10-24","Cônjuge","086.108.9513"
"40516","40516","Joseph Anderson","F","1980-04-14","Genro","001-076-717-8647"
"40517","40517","Luis Bentley","M","1972-04-18","Nora","(353)602-3551x1311"
"40518","40518","Andrew Avila","M","1982-09-04","Genro","(499)609-8661x7427"
"40519","40519","Vincent Franco","M","1986-08-20","Cônjuge","961.872.3408"
"40520","40520","Susan Petty","M","1997-01-23","Primo","(790)447-7916"
"40521","40521","Mary Gibbs","F","1979-12-20","Genro","(031)750-9456x52424"
"40522","40522","Michael Duarte","M","1988-02-09","Filha","119-620-2234x76525"
"40523","40523","Marvin Sanders","M","2002-05-30","Primo","001-883-336-9591x0472"
"40524","40524","Charles Wilson","M","1972-07-22","Genro","124-069-0830"
"40525","40525","Steve Barron","F","1970-03-14","Primo","344.826.7093x5934"
"40526","40526","Garrett Harris","M","1967-09-10","Sobrinho","159.343.7592x417"
"40527","40527","Tommy Reyes","F","1987-03-25","Cônjuge","819-913-7417x2501"
"40528","40528","Carl Smith","F","1977-10-04","Primo","+1-706-811-6713x0085"
"40529","40529","Michelle Miller","M","1967-12-23","Genro","001-028-279-4795x489"
"40530","40530","Thomas Stevenson","M","1967-11-25","Sobrinho","(410)145-7973x8166"
"40531","40531","Jennifer Acevedo","M","1962-03-18","Cônjuge","(195)014-2096"
"40532","40532","Heather Vasquez","F","1980-03-30","Filho","990.086.6190"
"40533","40533","Richard Allen","M","1992-07-20","Genro","001-873-889-1035x746"
"40534","40534","Jonathan Hoffman","M","1991-04-17","Filho","(595)496-1361"
"40535","40535","David Edwards","F","1990-04-30","Genro","001-527-352-0567x8675"
"40536","40536","Ryan Moore","M","1997-05-26","Genro","(771)260-3178"
"40537","40537","Thomas Phillips","F","1981-11-30","Cônjuge","(337)287-9727x605"
"40538","40538","Kim Johnston","M","1991-06-24","Primo","007.342.2194"
"40539","40539","James Jackson","F","1960-02-20","Sobrinho","001-859-144-3593"
"40540","40540","Taylor Erickson","F","1996-06-04","Genro","+1-029-149-7463"
"40541","40541","Melissa Acevedo","F","1972-02-10","Filha","(935)154-2569x147"
"40542","40542","Robert Turner","M","1993-03-07","Sobrinho","(631)930-6098"
"40543","40543","Tabitha Price","M","2000-01-22","Sobrinho","296.432.0498x91549"
"40544","40544","Kimberly Ellison","M","1982-06-18","Cônjuge","+1-336-372-5911"
"40545","40545","Lori Williams","M","1964-12-30","Nora","+1-255-155-0926"
"40546","40546","Jessica Olson","M","1997-03-30","Filho","001-716-519-6231"
"40547","40547","Tony Brewer","M","1973-12-08","Nora","+1-719-434-7246x362"
"40548","40548","Danny Roth","F","1996-08-19","Genro","736-297-6120x3771"
"40549","40549","Bryan Perez","F","1967-11-09","Genro","647-807-8648x292"
"40550","40550","Miss Jasmine Moore","M","1956-09-22","Filho","+1-622-379-5850x47520"
"40551","40551","Veronica Lambert","M","1962-08-16","Nora","0667766838"
"40552","40552","Craig Matthews","F","2003-11-23","Primo","+1-578-096-6151"
"40553","40553","Robert Fisher","F","1975-06-01","Primo","001-398-681-6787"
"40554","40554","Patrick Cox","M","1988-09-01","Sobrinho","998.942.7835x646"
"40555","40555","Katherine Douglas","M","1956-03-24","Sobrinho","001-512-354-0020x705"
"40556","40556","Stephanie Wright","M","1960-09-30","Cônjuge","2447175758"
"40557","40557","Charlotte Williams","M","1995-10-11","Cônjuge","+1-249-543-2061x3979"
"40558","40558","Reginald Evans","F","2000-04-15","Filha","001-726-342-7851"
"40559","40559","Chloe Alexander MD","M","1978-07-19","Cônjuge","(000)984-4438x2042"
"40560","40560","Tyler Johnson","F","1976-02-08","Primo","(862)310-2991"
"40561","40561","Julie Gates","F","2001-06-30","Sobrinho","638.149.0083x27791"
"40562","40562","Melissa Cox","M","1996-12-08","Cônjuge","379.641.9971"
"40563","40563","Danny Green","F","1983-12-11","Nora","(736)158-1359x834"
"40564","40564","Patricia Morales","M","1956-07-25","Cônjuge","001-583-406-3789x2486"
"40565","40565","Jennifer Sullivan","M","1965-06-09","Filho","445.818.2500"
"40566","40566","Douglas Long","M","1981-07-05","Nora","+1-788-802-4423x35435"
"40567","40567","Kristina Miller","F","1961-10-18","Cônjuge","355.287.5199"
"40568","40568","Jerry White","M","1959-01-06","Nora","657-414-4521x82269"
"40569","40569","Gary Williams","M","1974-06-28","Genro","492.818.8576"
"40570","40570","Charles Ruiz","M","1964-11-28","Sobrinho","+1-784-316-2924x73127"
"40571","40571","Chase Holloway","M","1966-08-12","Cônjuge","(348)096-0693x6286"
"40572","40572","Victor Snyder","F","1970-05-23","Filho","(769)090-8552"
"40573","40573","Brian Taylor","M","1965-06-04","Primo","455.548.8765x4268"
"40574","40574","Shane Robinson","F","1957-03-22","Sobrinho","424-758-4777x7634"
"40575","40575","Lisa Foster","F","1957-01-16","Sobrinho","698.406.0572x0183"
"40576","40576","Ashley Garcia","F","1978-06-08","Primo","504-760-2983"
"40577","40577","Stanley Allen","M","1981-09-05","Primo","276.743.4034x159"
"40578","40578","Karen King","F","1960-07-30","Sobrinho","(623)497-2288x93470"
"40579","40579","Christopher Horton","F","1992-03-09","Filha","022-522-1782"
"40580","40580","Daniel Lopez","F","2003-07-08","Genro","(407)843-7686x8474"
"40581","40581","John Hansen","M","1971-05-09","Filho","+1-488-641-3531"
"40582","40582","George Johnson","M","1993-11-11","Nora","488.272.6788"
"40583","40583","Pamela Williams","F","1961-03-13","Filho","329.205.6929x039"
"40584","40584","Bradley Jones","F","1981-04-18","Primo","131.818.5556"
"40585","40585","James Terry","F","1970-04-02","Filha","441.250.0326x05808"
"40586","40586","John Thornton","F","1974-05-12","Cônjuge","001-402-572-0767x4483"
"40587","40587","Patrick Evans","F","1986-04-11","Genro","688.565.1954x663"
"40588","40588","Theodore Anderson","M","1968-04-30","Primo","847.676.4314x57464"
"40589","40589","Sean Arnold DVM","M","1976-01-26","Nora","412-799-4397"
"40590","40590","Raymond Lambert","F","1983-03-23","Filha","001-269-096-5866"
"40591","40591","Allison Benjamin","F","1959-04-28","Filho","229.231.4769"
"40592","40592","Angela Ellis","F","1988-08-16","Nora","005-779-9083x3252"
"40593","40593","Gabriel Chan","F","1962-08-23","Filho","087-438-0241"
"40594","40594","Michelle Jensen","M","1973-04-12","Sobrinho","361-521-8268"
"40595","40595","Kerri Booker","F","1973-02-19","Nora","(675)972-3845"
"40596","40596","Timothy Wolf","M","1957-10-10","Filha","(477)277-6724"
"40597","40597","Andrea Weeks","F","1969-10-17","Nora","161.629.3015"
"40598","40598","Theresa Price","F","1971-03-24","Filho","618-098-2426x06102"
"40599","40599","Nicole Schmidt","F","1957-09-14","Filho","975-553-4489x0889"
"40600","40600","Jeffrey Deleon","M","1979-03-12","Nora","483-096-4183"
"40601","40601","Caroline Bishop","F","2004-12-11","Genro","001-367-839-5171x2797"
"40602","40602","David Craig","M","1993-12-06","Cônjuge","921.940.8892x5439"
"40603","40603","Edward Calderon","M","1984-03-20","Primo","(310)992-7206"
"40604","40604","Curtis Shannon","F","1962-01-18","Sobrinho","(069)340-9624x4887"
"40605","40605","Carlos Lewis","M","1977-08-23","Genro","(103)053-7044x59275"
"40606","40606","Meghan Ford","F","1965-06-07","Genro","581-189-1128"
"40607","40607","Mike Thompson","F","1998-09-30","Filha","1621974019"
"40608","40608","Brittany Owens","F","1962-10-20","Filha","+1-452-313-3522x936"
"40609","40609","Clayton Wade","M","2000-10-12","Cônjuge","801-535-4212x55251"
"40610","40610","John Anderson","F","1969-08-10","Filha","001-903-233-6682x67317"
"40611","40611","Rebecca Brooks","F","1993-12-17","Filha","+1-041-446-9821x9588"
"40612","40612","Melissa Burns","M","1985-11-04","Primo","033.364.9288x226"
"40613","40613","Laura Leon","M","1968-12-26","Cônjuge","235-294-3501x68085"
"40614","40614","Richard Kennedy","M","1993-11-23","Nora","(540)486-6826x6252"
"40615","40615","Colleen Bowman","M","1992-01-23","Primo","001-356-550-9074"
"40616","40616","Carolyn Mullins","M","1987-02-20","Nora","001-575-671-4739x319"
"40617","40617","Sandra Taylor","F","1962-03-15","Genro","001-116-094-5048x867"
"40618","40618","Karen Smith","M","1965-03-06","Filha","7751274053"
"40619","40619","Rita Williams","M","2004-09-16","Cônjuge","(594)467-5629"
"40620","40620","Jennifer Wilson","M","1977-01-29","Nora","+1-721-824-6743x300"
"40621","40621","Michael Frank","F","1971-03-18","Genro","(733)866-5665x853"
"40622","40622","Vincent Mccoy","F","1977-10-01","Primo","+1-970-459-0109x722"
"40623","40623","Jessica Schaefer","M","1958-10-25","Filha","378-456-9527"
"40624","40624","Karina Sweeney","M","1957-07-07","Sobrinho","153.414.8714"
"40625","40625","Andrew Fowler","F","1982-12-03","Sobrinho","232-760-1756x03781"
"40626","40626","Andrea Sutton","F","1975-01-01","Sobrinho","(077)574-1519x24631"
"40627","40627","Brian Dyer","F","1955-10-22","Primo","001-102-200-6442x146"
"40628","40628","Haley Barron","F","1993-10-25","Filho","(889)166-4569x946"
"40629","40629","Anthony Nichols","F","1979-05-17","Primo","551-723-0347"
"40630","40630","Erin Price","M","1961-07-18","Genro","225.518.1074x16685"
"40631","40631","Matthew Curry","M","1992-02-28","Primo","+1-969-287-7381"
"40632","40632","John Jones","F","1956-09-05","Nora","651.829.6712x700"
"40633","40633","Evelyn Long","F","1987-02-25","Cônjuge","+1-211-933-4172x3996"
"40634","40634","Jennifer West","M","1964-02-27","Sobrinho","782.478.2480x734"
"40635","40635","James Hale","F","2005-03-18","Genro","(944)042-2401x071"
"40636","40636","James Delgado","M","2005-10-07","Genro","(005)254-9223x301"
"40637","40637","Mr. Donald Dominguez","F","1968-10-16","Filho","(576)980-4823x09732"
"40638","40638","Sabrina Green","F","1974-05-12","Filho","679.568.4567x82878"
"40639","40639","Shawn Berger","F","1973-11-02","Nora","001-653-095-5895x43389"
"40640","40640","Joseph Horn","M","1959-01-01","Genro","496-223-9845x6642"
"40641","40641","Stephen Ball","F","1988-06-09","Nora","512.162.8248x9670"
"40642","40642","Stephanie Church","F","1980-03-28","Primo","001-970-995-6139x6218"
"40643","40643","Marissa Mathews","F","1983-09-09","Filho","650-790-4634x130"
"40644","40644","Victoria Franklin","M","1962-06-16","Cônjuge","708-700-8822x28347"
"40645","40645","Amber Fuller","M","1982-11-12","Filho","8932835228"
"40646","40646","Laura Ortiz","F","1975-01-02","Nora","212.015.3071x295"
"40647","40647","Yvette Gordon","M","1964-05-13","Filha","(054)189-3332"
"40648","40648","Gregory Franklin","F","2003-11-25","Filha","514.123.2519x2176"
"40649","40649","Kristin Wilkins","M","1996-09-16","Cônjuge","822-674-6710x8475"
"40650","40650","Michael Jackson","M","1976-12-09","Primo","9454275206"
"40651","40651","Christopher Davis","M","1956-09-28","Filho","001-476-125-5061x624"
"40652","40652","Barbara Shepard","M","1977-02-13","Filho","(977)689-4533"
"40653","40653","Felicia Carey","M","1980-09-16","Nora","314.514.6389x71778"
"40654","40654","Jane Newman","M","1990-02-11","Nora","(515)387-3335x629"
"40655","40655","Lindsay Lopez","F","1974-11-21","Cônjuge","618-789-4214x5712"
"40656","40656","Kenneth Chandler","M","1980-01-13","Nora","001-616-867-0949"
"40657","40657","Glenn Grimes","M","1968-03-06","Filha","185-640-1205"
"40658","40658","Gina White","F","1996-01-25","Sobrinho","001-742-955-0482x0472"
"40659","40659","Angela Davis","F","1967-07-16","Genro","001-021-100-4945x81835"
"40660","40660","Calvin Moore","M","1970-05-31","Filha","(826)361-8915x8983"
"40661","40661","Carolyn Beck","F","1980-08-10","Cônjuge","001-751-308-7274x7409"
"40662","40662","Carl Armstrong","M","1987-10-08","Nora","(640)503-6114"
